Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),attack_severity_factor,Financial Loss (in Million $)_norm,Number of Affected Users_norm,Incident Resolution Time (in Hours)_norm,risk_score,severity_cluster,Severity
5,2017,0,2,76.71,246205,2,1,3,30,0.6,0.766006633832546,0.2459750743336492,0.4084507042253521,0.5218853166781836,3,1
6,2022,3,6,20.42,186148,2,2,1,32,0.4,0.2002211277515328,0.1858706519443841,0.4366197183098592,0.2631735903459002,0,1
1,2023,0,6,51.84,699007,0,0,4,30,0.6,0.5160317619861293,0.6991346172129811,0.4084507042253521,0.5578432308034165,2,0
2,2021,3,5,51.06,628562,1,3,0,52,0.6000000000000001,0.5081917780681476,0.6286339922198615,0.7183098591549296,0.5955288807242035,1,2
6,2022,1,1,53.04,570494,2,1,4,53,0.6,0.5280932757061012,0.5705201403907684,0.7323943661971831,0.5888722256391077,1,2
6,2022,4,0,26.17,937653,1,1,2,24,1.0,0.2580158809930646,0.9379690575864358,0.323943661971831,0.5493858020675229,2,0
3,2020,1,4,87.32,599757,3,0,1,9,0.6,0.8726505176399638,0.5998062471289848,0.1126760563380281,0.6115372924622866,3,2
0,2015,0,2,82.7,904805,0,3,2,61,0.8,0.8262136898180723,0.9050951200497191,0.8450704225352113,0.851028096449187,1,0
8,2022,5,1,66.24,678876,0,0,0,11,0.7,0.6607699266257916,0.6789877213121153,0.1408450704225352,0.5661733011284583,3,0
3,2020,1,6,18.38,246900,0,3,0,34,0.8,0.1797165544275807,0.246670623121643,0.4647887323943662,0.3188455551863984,0,1
5,2015,5,4,42.99,85255,3,1,2,61,0.7,0.4270780983013368,0.0848979845097782,0.8450704225352113,0.4353147191805105,0,1
6,2022,3,0,98.47,972469,2,3,1,21,0.6000000000000001,0.9847220826213692,0.9728125491012408,0.2816901408450704,0.8020706259479341,3,0
1,2023,3,3,14.51,113777,2,2,4,27,0.4,0.1408181726806714,0.1134425061373423,0.3661971830985915,0.2035994575331896,0,1
1,2020,3,0,17.75,739540,0,3,2,31,0.6000000000000001,0.1733842597245954,0.7396996230025491,0.4225352112676057,0.435770633044124,2,0
2,2020,2,1,19.81,722788,2,3,3,70,0.5,0.1940898582772138,0.7229343952378428,0.971830985915493,0.5388824590653369,2,0
6,2021,5,5,82.52,214372,1,1,2,12,0.7,0.8244044627600764,0.2141169382642905,0.1549295774647887,0.4949827820762755,3,1
9,2022,0,5,32.53,235314,1,2,0,62,0.6,0.3219419037089155,0.2350754745494195,0.8591549295774649,0.431130389763885,0,1
1,2016,0,1,96.98,140812,2,1,4,71,0.6,0.9697457030857374,0.1404988535954868,0.9859154929577464,0.6872310359044904,1,1
7,2015,0,6,96.39,238356,3,3,0,3,0.8,0.9638154588400846,0.2381198765826237,0.028169014084507,0.5425959493277224,3,1
5,2021,5,4,98.09,826976,2,3,4,57,0.8999999999999999,0.9809026032767112,0.827204664480275,0.7887323943661972,0.8882689195280065,1,0
8,2019,2,5,39.77,757694,2,1,2,69,0.3,0.3947130364860791,0.757867957818719,0.9577464788732396,0.6067948977146953,1,0
9,2017,0,4,74.12,403108,0,3,4,64,0.8,0.7399738667202735,0.4030019685531885,0.8873239436619719,0.6743549259864603,1,2
0,2020,0,0,92.95,942890,1,2,1,19,0.6,0.9292391195094986,0.9432101928421526,0.2535211267605634,0.7653629310085579,3,0
3,2022,1,3,20.33,794906,3,2,0,36,0.6,0.1993165142225349,0.7951093412702623,0.4929577464788732,0.4768509573658673,2,0
0,2016,5,2,27.33,481293,0,1,1,65,0.7,0.2696753442557041,0.4812487052284253,0.9014084507042254,0.5025264394116542,2,2
5,2016,0,1,21.01,602692,0,1,4,29,0.6,0.2061513719971857,0.6027435646725267,0.3943661971830986,0.402156857637252,2,2
8,2018,2,5,13.66,455529,0,3,3,40,0.5,0.132274600462358,0.4554643613811298,0.5492957746478874,0.3494083035288596,0,2
6,2017,3,6,75.84,383395,0,3,4,31,0.6000000000000001,0.7572620363855664,0.383273402714742,0.4225352112676057,0.5623938776221704,3,2
9,2023,0,5,59.69,113612,0,3,4,70,0.8,0.5949341642376118,0.1132773758495453,0.971830985915493,0.546323075633007,1,1
0,2019,1,2,21.72,984411,1,1,1,17,0.6,0.2132877676148356,0.9847639787792568,0.2253521126760563,0.4858147232149226,2,0
8,2015,3,4,85.58,17229,0,2,0,30,0.4,0.8551613227460046,0.016818269614726,0.4084507042253521,0.4688001508278901,3,1
3,2018,3,3,75.11,581303,1,0,2,51,0.4,0.7499246155392503,0.5813376754259111,0.7042253521126761,0.6552162192660087,1,2
5,2019,2,1,10.8,799474,2,3,0,23,0.5,0.1035279927630917,0.7996809482681837,0.3098591549295775,0.3932873125716073,2,0
5,2020,0,0,86.27,898655,2,1,0,10,0.6,0.8620966931349885,0.898940263868192,0.1267605633802817,0.6998728690905094,3,0
8,2021,1,3,67.1,698852,3,2,1,57,0.6,0.669414011458438,0.6989794948214141,0.7887323943661972,0.6952059319030388,1,0
5,2018,0,3,76.43,304162,0,1,3,56,0.6,0.7631922806312194,0.303977838514588,0.7746478873239437,0.611399841271653,1,1
1,2015,3,0,43.4,191625,0,0,4,65,0.4,0.4311991154889938,0.1913519767096239,0.9014084507042254,0.4501669293493298,0,1
0,2024,3,1,93.32,93185,3,1,4,14,0.4,0.9329580862398232,0.0928342462202678,0.1830985915492957,0.4776532266718688,3,1
5,2019,3,3,35.6,40718,2,3,4,24,0.6000000000000001,0.3527992763091768,0.0403258170696679,0.323943661971831,0.2780061880389373,0,1
2,2015,3,2,42.73,310574,2,3,3,65,0.6000000000000001,0.4244647703286762,0.3103949015773445,0.9014084507042254,0.503186068745519,1,1
5,2024,0,1,73.37,475719,2,0,3,52,0.6,0.7324354206452911,0.4756703038697533,0.7183098591549296,0.6393372312500283,1,2
8,2018,1,5,73.18,404060,3,2,1,32,0.6,0.7305256809729622,0.4039547202742964,0.4366197183098592,0.5607206321334457,3,2
2,2024,1,1,72.35,132726,0,3,3,55,0.8,0.7221831339833149,0.1324064687038073,0.7605633802816901,0.5607078702608063,1,1
8,2016,0,0,87.68,336376,2,0,3,11,0.6,0.8762689717559555,0.3362172754303146,0.1408450704225352,0.5395417854159836,3,1
0,2022,1,3,67.16,566437,3,2,2,63,0.6,0.6700170871444366,0.5664599368902064,0.8732394366197184,0.6725927032487802,1,2
7,2017,2,1,83.43,313631,2,2,1,16,0.3,0.8335511106643886,0.313454315454894,0.2112676056338028,0.4997102600289842,3,1
3,2016,0,0,28.66,996004,3,3,4,28,0.8,0.2830435219620063,0.9963661328788416,0.3802816901408451,0.568183586676624,2,0
2,2021,3,3,55.04,871600,1,1,3,29,0.4,0.5481957985727209,0.8718639006175873,0.3943661971830986,0.5997107290509843,2,0
1,2015,0,4,43.51,940656,3,2,0,41,0.6,0.432304754246658,0.9409744288243423,0.5633802816901409,0.6278902866839942,2,0
9,2015,4,6,20.73,297209,2,0,3,66,1.0,0.2033370187958589,0.2970193482657817,0.9154929577464788,0.4535392035473738,0,1
8,2019,3,4,78.19,28321,1,1,1,63,0.4,0.7808825007538447,0.0279190281131813,0.8732394366197184,0.535376596059436,1,1
1,2022,3,6,29.02,456783,2,3,2,10,0.6000000000000001,0.2866619760779978,0.4567193515683875,0.1267605633802817,0.3370327085777717,0,2
4,2018,4,0,87.56,933028,2,1,4,25,1.0,0.8750628203839583,0.9333404055800026,0.3380281690140845,0.797632883630401,3,0
0,2023,3,6,24.65,221512,2,3,0,56,0.6000000000000001,0.2427379636144336,0.2212625761726002,0.7746478873239437,0.3784035357623422,0,1
3,2017,3,0,17.88,16585,0,1,2,12,0.4,0.1746909237109257,0.0161737610975059,0.1549295774647887,0.1457144133065798,0,1
9,2022,4,1,21.01,787752,2,2,1,9,1.0,0.2061513719971857,0.7879496923072304,0.1126760563380281,0.441380667758649,2,0
7,2022,5,0,60.25,662517,3,0,3,40,0.7,0.6005628706402654,0.6626158038692529,0.5492957746478874,0.6188690443464594,1,2
1,2018,1,1,6.63,274509,0,3,2,20,0.8,0.0616142325861895,0.2743014238233967,0.2676056338028169,0.2404572469420582,0,1
3,2024,3,2,5.8,508649,0,1,3,66,0.4,0.0532716855965423,0.5086263061555567,0.9154929577464788,0.3969951576345798,2,2
1,2021,0,4,70.26,740257,3,2,2,70,0.6,0.7011759975876973,0.7404171891622491,0.971830985915493,0.7569617529668522,1,0
0,2024,1,3,62.08,969504,0,0,0,5,0.6,0.6189566790632225,0.9698452078690089,0.056338028169014,0.6098038396197945,3,0
4,2016,2,3,90.2,779494,2,0,0,54,0.3,0.9015981505678964,0.7796851716003927,0.7464788732394366,0.7738405863551638,1,0
6,2019,1,0,44.17,605166,1,2,2,27,0.6,0.4389385867926425,0.6052195181998598,0.3661971830985915,0.4903807267967333,2,2
3,2023,1,2,55.18,274946,1,3,2,66,0.8,0.5496029751733843,0.2747387688886532,0.9154929577464788,0.5653614122852455,1,1
6,2019,2,0,41.32,645097,2,3,3,36,0.5,0.4102924917077094,0.6451820486363742,0.4929577464788732,0.5062631605697707,2,2
8,2015,0,6,32.92,157678,2,1,1,68,0.6,0.3258618956679063,0.1573781713772166,0.943661971830986,0.4262906040465247,0,1
1,2022,0,5,15.16,157034,2,0,0,69,0.6,0.1473514926123228,0.1567336628599965,0.9577464788732396,0.357509991677576,0,1
5,2020,5,1,62.5,550656,2,2,2,4,0.7,0.6231782088652127,0.5506664758494453,0.0422535211267605,0.4929219305262707,3,2
0,2017,5,3,68.91,634048,0,1,3,66,0.7,0.6876067946527289,0.6341243240917084,0.9154929577464788,0.7183786066378998,1,2
8,2023,0,0,81.26,547495,2,2,0,3,0.6,0.811739873354106,0.5475029798511025,0.028169014084507,0.5545806461138745,3,2
8,2024,0,3,58.31,487694,0,2,1,41,0.6,0.5810634234596442,0.4876547596053286,0.5633802816901409,0.5513978536034845,1,2
3,2023,2,5,88.65,427067,0,1,1,42,0.3,0.8860186953462661,0.4269798871309463,0.5774647887323944,0.6279944020242694,1,2
0,2023,1,6,1.51,954902,0,1,0,55,0.6,0.0101517740476429,0.9552316777937794,0.7605633802816901,0.502742889013529,2,0
8,2020,4,0,49.23,128594,2,2,3,53,1.0,0.4897979696451904,0.1282712059815194,0.7323943661971831,0.4808794228919686,0,1
4,2024,3,3,84.53,189430,2,0,3,1,0.4,0.8446074982410293,0.1891552434871113,0.0,0.4345895723425451,3,1
3,2021,0,3,90.63,603327,2,1,0,15,0.6,0.9059201929842196,0.6033790660831396,0.1971830985915492,0.6428184167369397,3,2
8,2021,0,1,80.26,276593,2,0,2,36,0.6,0.8016886119207962,0.2763870693977548,0.4929577464788732,0.5621831148834195,3,1
6,2023,1,1,22.87,975282,1,1,3,49,0.6,0.224846718263142,0.9756277703107752,0.676056338028169,0.5778382860041231,2,0
5,2018,4,5,23.79,486810,0,1,1,11,1.0,0.2340938787817871,0.4867700615785856,0.1408450704225352,0.3678375840707976,0,2
6,2021,4,4,35.43,969517,0,2,3,25,1.0,0.3510905618655141,0.969858218134108,0.3380281690140845,0.5989993239892549,2,0
0,2022,1,0,74.77,151599,1,3,2,18,0.8,0.7465071866519248,0.1512943712589233,0.2394366197183098,0.4718785099821089,3,1
6,2022,5,4,66.66,749545,3,0,0,30,0.7,0.6649914564277817,0.7497125231807897,0.4084507042253521,0.64260048037042,3,0
1,2015,1,5,78.13,71743,0,1,4,35,0.6,0.7802794250678461,0.0713753151236325,0.4788732394366197,0.4892990124515522,3,1
4,2018,3,0,11.39,969684,0,2,1,41,0.4,0.1094582370087446,0.970025350001151,0.5633802816901409,0.4874669561418713,2,0
4,2020,5,1,87.84,842506,3,2,1,19,0.7,0.877877173585285,0.84274692732566,0.2535211267605634,0.7246791729839247,3,0
1,2023,2,4,10.18,933883,2,0,2,41,0.3,0.0972962106744396,0.9341960807076783,0.5633802816901409,0.4618533648201075,2,0
8,2019,1,1,4.42,393748,2,1,0,10,0.6,0.0394009448185747,0.393634577681791,0.1267605633802817,0.2192028639080235,0,2
1,2020,0,0,76.98,708549,3,2,2,37,0.6,0.7687204744195397,0.7086841517957669,0.5070422535211268,0.6815018860107713,1,0
6,2020,0,3,73.24,136762,3,3,4,41,0.8,0.7311287566589607,0.136445655622286,0.5633802816901409,0.5260612556882982,1,1
7,2018,1,6,8.11,737958,3,0,4,35,0.6,0.0764900995074881,0.7381163738189432,0.4788732394366197,0.4078055998360022,2,0
6,2020,2,0,23.55,108886,1,1,1,51,0.3,0.2316815760377928,0.1085476440911879,0.7042253521126761,0.2960819940650088,0,1
0,2016,3,0,92.79,285311,2,1,4,55,0.4,0.927630917680169,0.2851119533311783,0.7605633802816901,0.6486986291277592,1,1
9,2021,1,5,71.11,961868,0,1,1,57,0.6,0.7097195698060107,0.9622031783076848,0.7887323943661972,0.7902952602879492,1,0
0,2023,2,0,57.34,471743,3,3,3,29,0.5,0.5713136998693337,0.4716911643286554,0.3943661971830986,0.4989060686829498,3,2
8,2024,3,2,81.26,993903,3,2,3,25,0.4,0.811739873354106,0.994263473880892,0.3380281690140845,0.7305806253087269,3,0
2,2024,4,6,7.32,179156,2,0,0,34,1.0,0.0685496029751733,0.1788731309002803,0.4647887323943662,0.2740395269390267,0,1
4,2022,2,3,56.27,699129,2,1,2,25,0.3,0.5605588501356921,0.6992567135469886,0.3380281690140845,0.5316061879211903,3,0
7,2021,1,4,83.76,920983,1,0,2,24,0.6,0.8368680269373808,0.9212858945708164,0.323943661971831,0.7359217115405634,3,0
8,2023,5,0,85.64,875790,2,1,3,36,0.7,0.8557643984320034,0.87605720913801,0.4929577464788732,0.773714471409979,1,0
7,2016,1,5,61.39,415274,0,2,2,40,0.6,0.6120213086742387,0.4151775751067593,0.5492957746478874,0.5392209509313007,1,2
7,2023,4,0,42.14,222293,0,0,4,38,1.0,0.4185345260830234,0.222044192868173,0.5211267605633804,0.4382524204063374,0,1
3,2021,2,5,94.4,357092,3,1,4,71,0.3,0.943813448587798,0.3569496332606427,0.9859154929577464,0.7117933680048614,1,2
0,2021,1,6,84.68,708291,0,3,0,54,0.8,0.8461151874560259,0.7084259480730296,0.7464788732394366,0.7802696340522066,1,0
7,2024,1,0,93.33,517610,2,0,3,35,0.6,0.9330585988541564,0.5175943819673723,0.4788732394366197,0.684276402019198,3,2
4,2023,1,2,70.46,368803,0,1,4,23,0.6,0.7031862498743592,0.3686698805357428,0.3098591549295775,0.513847295096382,3,2
2,2023,2,3,48.71,421191,2,1,3,62,0.3,0.4845713136998694,0.4210992473061246,0.8591549295774649,0.5219892855872781,1,2
5,2018,3,4,69.03,282139,0,1,2,37,0.4,0.6888129460247262,0.2819374486469825,0.5070422535211268,0.5015148637082106,3,1
2,2018,1,4,49.19,117543,1,0,2,22,0.6,0.4893959191878581,0.1172114798576076,0.295774647887324,0.3500767412098903,0,1
3,2016,3,2,27.2,536925,3,3,2,62,0.6000000000000001,0.2683686802693738,0.5369246335358598,0.8591549295774649,0.5002558480840005,2,2
3,2023,4,5,64.08,238068,3,1,4,61,1.0,0.6390592019298422,0.2378316491711961,0.8450704225352113,0.595987260030338,1,1
6,2022,1,6,38.46,39814,1,0,4,32,0.6,0.3815458840084431,0.0394211032504646,0.4366197183098592,0.3117686282404884,0,1
5,2018,0,2,80.89,268956,2,3,1,47,0.8,0.8080209066237813,0.268744039046808,0.647887323943662,0.6134090391522875,1,1
3,2015,1,1,15.76,424,2,1,1,58,0.6,0.1533822494723088,0.0,0.8028169014084507,0.2819162800706136,0,1
9,2021,5,6,82.24,982969,3,1,2,64,0.7,0.8215901095587497,0.9833208401428728,0.8873239436619719,0.871097084598756,1,0
4,2021,1,2,82.72,219703,2,0,3,33,0.6,0.8264147150467385,0.2194521477445704,0.4507042253521127,0.5465423754124891,3,1
6,2016,2,5,18.96,530947,2,1,4,12,0.3,0.1855462860589004,0.5309419131694908,0.1549295774647887,0.2944870038673651,0,2
8,2017,5,4,53.39,576110,1,1,1,37,0.7,0.5316112172077596,0.5761405749136068,0.5070422535211268,0.5568951100614112,1,2
8,2017,2,2,48.9,177154,3,3,1,68,0.5,0.4864810533721982,0.1768695500750092,0.943661971830986,0.4863856807375792,1,1
3,2017,5,3,60.77,212177,0,0,2,2,0.7,0.6057895265855866,0.2119202050417779,0.0140845070422535,0.3787087735552187,3,1
4,2021,0,0,91.24,8787,0,1,2,55,0.6,0.9120514624585386,0.008369603617254,0.7605633802816901,0.5794441421249297,1,1
9,2015,3,1,41.36,291727,1,0,2,31,0.4,0.4106945421650417,0.2915330195524269,0.4225352112676057,0.3762447649852659,0,1
4,2022,0,4,78.18,987652,0,0,4,72,0.6,0.7807819881395116,0.9880075379474406,1.0,0.8687150566400368,1,0
2,2022,4,6,16.16,236284,3,0,1,38,1.0,0.1574027540456327,0.2360462404837417,0.5211267605633804,0.3380003258760516,0,1
9,2020,2,6,15.63,209853,2,3,4,1,0.5,0.1520755854859785,0.2095943699578968,0.0,0.1737085451817604,0,1
0,2020,0,5,36.29,755621,3,3,1,50,0.8,0.3597346466981606,0.755793320930214,0.6901408450704226,0.5886600239724129,2,0
3,2015,5,5,61.41,694844,1,1,1,43,0.7,0.6122223339029048,0.6949683300123798,0.5915492957746479,0.6416892917198055,1,0
3,2018,5,5,53.72,795831,2,1,2,61,0.7,0.5349281334807519,0.7960350716715489,0.8450704225352113,0.6917958594008076,1,0
1,2020,0,5,17.4,342253,3,2,2,22,0.6,0.169866318222937,0.3420989160447594,0.295774647887324,0.2897311316800673,0,2
9,2016,3,5,75.94,638693,2,2,0,35,0.4,0.7582671625288975,0.6387729918906018,0.4788732394366197,0.6307134104660636,3,2
9,2018,3,0,55.9,618616,1,3,4,51,0.6000000000000001,0.5568398834053674,0.6186801386293787,0.7042253521126761,0.6091850653734958,1,2
1,2023,5,5,56.76,774426,0,0,0,21,0.7,0.565483968238014,0.7746131697909652,0.2816901408450704,0.5849155664015092,3,0
0,2023,0,2,76.25,900661,1,1,2,64,0.6,0.7613830535732236,0.9009478478519553,0.8873239436619719,0.8123023645172704,1,0
5,2019,3,6,75.23,141627,1,1,0,64,0.4,0.7511307669112475,0.1413144971382421,0.8873239436619719,0.560311444638366,1,1
4,2024,3,4,3.93,845785,3,1,4,69,0.4,0.0344758267162529,0.8460285164995182,0.9577464788732396,0.4991481814110045,2,0
0,2015,1,5,99.41,120048,1,3,1,12,0.8,0.9941702683686804,0.1197184578632541,0.1549295774647887,0.5445695601994062,3,1
9,2016,1,5,32.89,894935,3,0,0,31,0.6,0.325560357824907,0.8952173264705854,0.4225352112676057,0.5432963833246596,2,0
6,2017,5,3,21.66,277555,3,0,0,45,0.7,0.2126846919288371,0.277349829015093,0.619718309859155,0.3622224874478937,0,1
0,2024,4,1,85.86,461012,1,1,0,38,1.0,0.8579756759473315,0.4609516908841076,0.5211267605633804,0.685701129756841,1,2
7,2021,5,6,80.23,599291,2,0,3,55,0.7,0.8013870740777969,0.5993398791646609,0.7605633802816901,0.7224694694368551,1,2
0,2016,2,2,31.92,163602,0,1,4,26,0.3,0.3158106342345965,0.163306849103943,0.352112676056338,0.2757388436362891,0,1
8,2021,5,2,39.03,986196,2,2,2,11,0.7,0.3872751030254297,0.9865503882563345,0.1408450704225352,0.5490441717715793,2,0
3,2024,4,5,99.03,349008,2,3,2,20,1.2,0.9903507890240226,0.3488592499482092,0.2676056338028169,0.6743192173546352,3,2
4,2022,5,5,25.1,559667,3,3,1,69,0.8999999999999999,0.2472610312594231,0.5596845911424114,0.9577464788732396,0.5483590856211406,2,2
7,2018,0,3,67.27,335628,0,2,1,20,0.6,0.6711227259021008,0.3354686847923012,0.2676056338028169,0.4826108225590941,3,1
4,2016,4,1,29.89,385363,3,1,3,22,1.0,0.2954065735249774,0.3852429566928307,0.295774647887324,0.392890445995305,0,2
9,2021,2,1,15.92,945793,1,3,3,32,0.5,0.1549904513016383,0.946115485117758,0.4366197183098592,0.4831547697179545,2,0
7,2016,5,6,95.93,595950,2,0,0,11,0.7,0.959191878580762,0.595996241034176,0.1408450704225352,0.6606446378270646,3,2
6,2022,0,1,12.61,756722,2,2,4,15,0.6,0.1217207759573826,0.7568951903051508,0.1971830985915492,0.3751934871928082,2,0
0,2024,4,2,39.92,594424,0,0,1,54,1.0,0.3962207257010755,0.5944690360694588,0.7464788732394366,0.5861247757491551,2,2
2,2015,1,5,19.36,457790,0,3,2,39,0.8,0.1895667906322243,0.4577271467187612,0.5352112676056339,0.4001871137896449,0,2
2,2024,4,6,70.47,549337,3,0,1,63,1.0,0.7032867624886924,0.5493464343366917,0.8732394366197184,0.7207665226204281,1,2
3,2023,1,3,53.34,714681,3,1,3,34,0.6,0.5311086541360942,0.7148209937640799,0.4647887323943662,0.579847506262535,2,0
5,2022,1,2,84.15,849745,0,0,1,51,0.6,0.8407880188963717,0.8499916434066479,0.7042253521126761,0.7921577710030783,1,0
1,2019,5,0,27.64,826256,2,3,4,50,0.8999999999999999,0.2727912353000302,0.8264840959517059,0.6901408450704226,0.5850898919196084,2,0
8,2017,0,4,9.01,617543,3,3,1,43,0.8,0.085536234797467,0.6176062913638861,0.5915492957746479,0.4178062404830823,2,2
9,2017,5,0,9.08,895507,3,0,0,52,0.7,0.0862398230977987,0.8957897781349485,0.7183098591549296,0.5168948345105899,2,0
8,2020,5,3,67.9,2233,3,0,1,45,0.7,0.6774550206050861,0.0018104284280297,0.619718309859155,0.4654687987422743,0,1
6,2022,3,2,71.12,76776,3,1,3,42,0.4,0.7098200824203439,0.0764122892962547,0.5774647887323944,0.4623446775034928,0,1
2,2019,4,5,6.08,175261,2,3,4,64,1.2,0.0560860387978691,0.1749750553186464,0.8873239436619719,0.3723917208471359,0,1
0,2016,2,3,90.85,746369,1,1,1,30,0.3,0.9081314704995476,0.7465340153381018,0.4084507042253521,0.6989029336463201,3,0
0,2017,1,3,77.32,563706,2,1,0,35,0.6,0.772137903306865,0.5637267804297591,0.4788732394366197,0.6337478433389978,3,2
5,2022,0,3,12.01,254980,1,1,0,58,0.6,0.1156900190973967,0.2547570032755845,0.8028169014084507,0.3432664889033242,0,1
7,2021,1,1,0.54,869574,3,1,1,16,0.6,0.0004020504573323,0.8698363008413639,0.2112676056338028,0.3633652315621026,2,0
7,2015,1,4,95.33,282598,3,3,4,21,0.8,0.953161121720776,0.2823968110839452,0.2816901408450704,0.6023215201825081,3,1
1,2023,1,6,62.77,422623,2,3,0,55,0.8,0.6258920494522063,0.4225323780462786,0.7605633802816901,0.6092292092511042,1,2
1,2021,1,3,83.06,937717,3,1,2,56,0.6,0.8298321439340638,0.9380331081223086,0.7746478873239437,0.8282723674751069,1,0
5,2021,2,6,71.64,416077,1,0,4,39,0.3,0.715046738365665,0.4159812091740383,0.5352112676056339,0.5478553116196043,1,2
0,2019,2,0,47.67,112313,1,0,3,63,0.3,0.4741180018092271,0.1119773501292519,0.8732394366197184,0.4278882930864102,0,1
0,2017,2,6,79.72,799971,1,3,3,63,0.5,0.7962609307468088,0.8001783407108208,0.8732394366197184,0.7832057618359134,1,0
6,2018,2,5,47.11,690595,0,0,1,71,0.3,0.4684892954065736,0.6907159749041994,0.9859154929577464,0.6217936092254386,1,0
5,2017,2,2,69.69,713419,0,1,0,70,0.3,0.6954467785707107,0.713557997259838,0.971830985915493,0.7166123077893343,1,0
0,2022,2,3,81.31,707365,0,3,1,38,0.5,0.8122424364257715,0.70749921688212,0.5211267605633804,0.6913720917476207,1,0
1,2016,1,3,83.88,155059,3,1,1,29,0.6,0.8380741783093779,0.1547571033545467,0.3943661971830986,0.5205300417667349,3,1
7,2022,3,0,85.01,923558,1,2,2,41,0.4,0.8494321037290181,0.9238629278500736,0.5633802816901409,0.7696077761846576,1,0
4,2022,0,6,20.55,239313,2,0,0,6,0.6,0.2015277917378631,0.2390776322518467,0.0704225352112676,0.2264189134129528,0,1
7,2023,4,6,60.08,874485,0,2,1,48,1.0,0.5988541561966028,0.8747511786799785,0.6619718309859155,0.7343613822798177,1,0
7,2016,5,3,46.95,90895,3,0,4,29,0.7,0.466881093577244,0.090542437983569,0.3943661971830986,0.362788408262588,0,1
2,2015,2,5,47.2,529593,0,3,4,64,0.5,0.4693939089355715,0.5295868440199317,0.8873239436619719,0.5740984055126025,1,2
4,2018,3,2,46.92,610201,2,2,4,72,0.4,0.4665795557342447,0.6102584939517279,1.0,0.6097093704792163,1,2
9,2021,0,6,1.98,863623,0,2,3,24,0.6,0.0148758669212986,0.8638806017948162,0.323943661971831,0.3899032597013305,2,0
